Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.25061
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.24705
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.21913
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.25608
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.22986
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.24152
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.27342
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.22213
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.26259
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.25385
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.0341
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.02415
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.01846
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.02531
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.03657
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.14071
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.13597
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.11444
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.13962
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.15707
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.06554
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.08563
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.07338
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.09031
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.09154
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.11521
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.08942
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.09047
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.07681
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Rude željeza,0.07138
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.75845
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.7197
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.7073
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.72444
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.72054
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.74411
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.75988
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.70632
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.87801
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.79441
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.86716
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.97309
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.91758
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.88274
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.87157
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.87934
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.94462
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.94283
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.93124
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Fosilna goriva,0.95701
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.01415
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.00902
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.00812
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.01022
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.01515
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.01732
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.01728
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.01726
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.01624
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.00955
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.00993
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.0112
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.0104
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.00791
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.00727
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.00884
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.00854
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF422,0.00825
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.01792
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.00525
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.0008
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.00088
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.00108
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.00812
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.02367
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.04579
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.03642
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.03826
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.05391
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.04979
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.04309
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.04239
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.04169
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.04412
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.04635
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF122,0.04844
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.05125
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.0286
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.02179
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.0671
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.0726
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.19352
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.17653
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.15846
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.18824
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.16468
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.10023
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.11178
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.10819
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.1248
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.12141
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.12544
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.12903
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF2,0.13244
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.02113
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.00727
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.00548
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.04699
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.04699
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.06416
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.04511
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.03826
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.05092
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.02766
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.05125
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.0503
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.0526
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.0504
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.04335
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.04425
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.04503
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF22,0.04578
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.0591
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.07705
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.06679
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.03509
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.04688
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.06634
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.10729
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.13823
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.13384
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.11479
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.08803
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.10815
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.1082
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.09168
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.10124
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.10345
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.10536
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3B,0.10718
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.53208
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.57069
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.653
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,1.06731
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.86938
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.64496
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.75758
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.79266
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.80594
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.79693
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.82002
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.76307
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.81051
