Year,SERIES,UNIT_MEASURE,Spol,Zanimanje,Value
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,"Operateri postrojenja i strojeva, te monteri",3.19
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,"Operateri postrojenja i strojeva, te monteri",4.61
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,"Operateri postrojenja i strojeva, te monteri",4.95
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,Osnovna zanimanja,2.8
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,Osnovna zanimanja,2.63
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,Osnovna zanimanja,2.94
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,Osnovna zanimanja,4.23
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,Osnovna zanimanja,2.83
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,Osnovna zanimanja,5.34
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,Osnovna zanimanja,2.91
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,Osnovna zanimanja,5.11
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Žene,Osnovna zanimanja,5.17
2006,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,3.0
2007,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,3.17
2008,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,3.69
2009,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,3.93
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,4.06
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,4.68
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,4.21
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,4.39
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,4.4
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,4.34
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,4.38
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,9.12
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Sva zanimanja,7.64
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanimanja oružanih snaga,4.98
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanimanja oružanih snaga,5.03
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanimanja oružanih snaga,4.74
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanimanja oružanih snaga,6.74
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanimanja oružanih snaga,5.44
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanimanja oružanih snaga,4.73
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanimanja oružanih snaga,5.35
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanimanja oružanih snaga,8.03
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanimanja oružanih snaga,8.03
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Menadžeri,9.16
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Menadžeri,7.12
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Menadžeri,6.75
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Menadžeri,7.77
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Menadžeri,7.32
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Menadžeri,8.68
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Menadžeri,7.64
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Menadžeri,11.1
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Menadžeri,10.36
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Profesionalci,6.63
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Profesionalci,7.54
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Profesionalci,6.02
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Profesionalci,7.42
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Profesionalci,6.58
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Profesionalci,6.88
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Profesionalci,6.45
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Profesionalci,9.71
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Profesionalci,10.1
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Tehničari i pridruženi profesionalci,4.41
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Tehničari i pridruženi profesionalci,5.48
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Tehničari i pridruženi profesionalci,4.59
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Tehničari i pridruženi profesionalci,5.02
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Tehničari i pridruženi profesionalci,4.86
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Tehničari i pridruženi profesionalci,4.8
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Tehničari i pridruženi profesionalci,4.57
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Tehničari i pridruženi profesionalci,8.79
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Tehničari i pridruženi profesionalci,8.32
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Službenici hitne pomoći,3.71
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Službenici hitne pomoći,5.62
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Službenici hitne pomoći,4.86
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Službenici hitne pomoći,4.19
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Službenici hitne pomoći,4.54
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Službenici hitne pomoći,4.28
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Službenici hitne pomoći,4.57
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Službenici hitne pomoći,7.98
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Službenici hitne pomoći,8.12
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Uslužni i prodajni radnici,3.27
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Uslužni i prodajni radnici,4.0
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Uslužni i prodajni radnici,3.26
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Uslužni i prodajni radnici,3.59
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Uslužni i prodajni radnici,3.98
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Uslužni i prodajni radnici,3.65
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Uslužni i prodajni radnici,3.74
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Uslužni i prodajni radnici,7.31
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Uslužni i prodajni radnici,6.88
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.29
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.45
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.62
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.2
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.58
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.24
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",4.28
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",7.19
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",7.38
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanatski i srodni radnici,3.81
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanatski i srodni radnici,3.92
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanatski i srodni radnici,4.3
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanatski i srodni radnici,3.91
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanatski i srodni radnici,4.14
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanatski i srodni radnici,4.01
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanatski i srodni radnici,4.21
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanatski i srodni radnici,11.88
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Zanatski i srodni radnici,7.42
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.8
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.79
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.78
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.76
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.71
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.98
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.73
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"Operateri postrojenja i strojeva, te monteri",8.74
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,"Operateri postrojenja i strojeva, te monteri",7.37
2010,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Osnovna zanimanja,3.15
2011,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Osnovna zanimanja,4.24
2012,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Osnovna zanimanja,3.27
2013,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Osnovna zanimanja,3.52
2014,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Osnovna zanimanja,3.45
2015,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Osnovna zanimanja,3.3
2016,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Osnovna zanimanja,3.74
2020,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Osnovna zanimanja,6.56
2021,Prosječna zarada po satu zaposlenih prema spolu i zanimanju (nacionalna valuta),CUR_LCU,Muškarci,Osnovna zanimanja,6.02
