Year,SERIES,UNIT_MEASURE,Spol,Godine,Value
2016,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Oba spola ili bez podjele po spolu,18 godina i više,
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Oba spola ili bez podjele po spolu,18 godina i više,
2018,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Oba spola ili bez podjele po spolu,18 godina i više,12.0
2019,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Oba spola ili bez podjele po spolu,18 godina i više,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Oba spola ili bez podjele po spolu,18 godina i više,
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Oba spola ili bez podjele po spolu,18 godina i više,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Oba spola ili bez podjele po spolu,18 godina i više,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Žene,18 godina i više,5.0
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Žene,18 godina i više,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Žene,18 godina i više,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Žene,18 godina i više,
2011,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Muškarci,18 godina i više,
2012,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Muškarci,18 godina i više,
2014,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Muškarci,18 godina i više,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Muškarci,18 godina i više,13.0
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Muškarci,18 godina i više,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Muškarci,18 godina i više,
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Muškarci,18 godina i više,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (broj)",Broj,Muškarci,18 godina i više,
2010,"Detektovane žrtve trgovine ljudima radi prisilnog rada, ropstva i služenja, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,0.45
2011,"Detektovane žrtve trgovine ljudima radi prisilnog rada, ropstva i služenja, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2012,"Detektovane žrtve trgovine ljudima radi prisilnog rada, ropstva i služenja, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2016,"Detektovane žrtve trgovine ljudima radi prisilnog rada, ropstva i služenja, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2017,"Detektovane žrtve trgovine ljudima radi prisilnog rada, ropstva i služenja, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2022,"Detektovane žrtve trgovine ljudima radi prisilnog rada, ropstva i služenja, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2015,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,mlađi od 15 godina,
2015,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,mlađi od 15 godina,2.96
2015,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,18 godina i više,0.34
2015,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,0.43
2014,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2015,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,0.79
2016,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2017,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2018,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,0.5
2019,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2021,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2022,"Detektovane žrtve trgovine ljudima u druge svrhe, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2014,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,mlađi od 15 godina,
2015,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,0.43
2016,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,
2005,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,1.59
2006,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2010,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,0.21
2011,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2012,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2014,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2015,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,0.17
2016,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2017,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2018,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,0.26
2019,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2020,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2022,"Detektovane žrtve trgovine ljudima radi seksualne eksploatacije, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2007,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2008,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2009,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2010,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,2.68
2011,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2012,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2014,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,2.57
2016,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2018,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,3.89
2019,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,mlađi od 15 godina,
2011,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,mlađi od 15 godina,
2014,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,mlađi od 15 godina,
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,mlađi od 15 godina,
2010,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,mlađi od 15 godina,4.71
2012,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,mlađi od 15 godina,
2014,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,mlađi od 15 godina,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,mlađi od 15 godina,4.15
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,mlađi od 15 godina,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,mlađi od 15 godina,
2007,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2008,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2009,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2010,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,0.16
2011,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2012,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2014,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,0.63
2016,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2018,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,0.43
2019,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,18 godina i više,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,18 godina i više,0.34
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,18 godina i više,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,18 godina i više,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,18 godina i više,
2011,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,
2012,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,
2014,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,0.94
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,18 godina i više,
2007,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2008,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2009,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2010,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,0.66
2011,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2012,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2014,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,0.99
2016,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2018,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni rasponi ili nema podjele po godinama,1.06
2019,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Oba spola ili bez podjele po spolu,Svi dobni raspon,
2011,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,Svi dobni raspon,
2014,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,Svi dobni raspon,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,Svi dobni raspon,0.44
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,Svi dobni raspon,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,Svi dobni raspon,
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,Svi dobni raspon,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Žene,Svi dobni raspon,
2010,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,Svi dobni raspon,1.13
2011,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,Svi dobni raspon,
2012,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,Svi dobni raspon,
2014,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,Svi dobni raspon,
2015,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,Svi dobni raspon,1.57
2017,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,Svi dobni raspon,
2020,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,Svi dobni raspon,
2021,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,Svi dobni raspon,
2022,"Detektovane žrtve trgovine ljudima, po dobi i spolu (na 100.000 stanovnika)",Na 100 000 stanovnika,Muškarci,Svi dobni raspon,
