Year,SERIES,UNIT_MEASURE,Ниво образовања,Квантил дохотка или богатства,Пол,Врста вјештина,Степен урбанизације,Године,Value
2018,Прилагођени индекс родне равноправности за постизање минималног нивоа знања у читању и математици (однос),Однос,Ниже средње образовање,,,SKILL_READ,,,1.3009
2019,Прилагођени индекс родне равноправности за постизање минималног нивоа знања у читању и математици (однос),Однос,Основно образовање,,,SKILL_MATH,,,0.8567
2010,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,
2011,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,
2012,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,
2013,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,
2014,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,
2015,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,
2016,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,1.19
2017,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,1.18
2018,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,1.22
2019,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,1.12
2020,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,1.1
2021,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,1.16
2022,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 до 24 године,1.16
2013,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,
2014,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,
2015,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,
2016,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,1.12
2017,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,1.06
2018,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,1.15
2019,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,0.96
2020,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,1.06
2021,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,1.12
2022,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,15 do 64 godine,1.14
2010,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,
2011,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,
2012,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,
2013,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,
2014,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,
2015,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,
2016,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,1.23
2017,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,1.21
2018,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,1.15
2019,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,1.13
2020,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,1.09
2021,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,1.09
2022,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,25 do 54 godine,1.25
2012,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2013,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2014,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2015,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2016,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2017,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2018,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2019,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2020,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2021,Прилагођени индекс родне равноправности за стопу учешћа у формалном и неформалном образовању и обуци (однос),Однос,,,,,,55 do 64 godine,
2010,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,
2011,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,
2012,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,
2016,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,0.98
2017,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,0.98
2018,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,1.02
2019,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,0.99
2020,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,0.97
2021,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,1.02
2022,"Прилагођени индекс родне равноправности за стопу учешћа у организованом учењу (годину дана прије званичне доби за упис у основну школу), (однос)",Однос,,,,,,,0.98
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење основних аритметичких формула у табели,,,1.03
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење основних аритметичких формула у табели,,,0.7
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Копирање или премjештање датотеке или фасцикле,,,
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Копирање или премjештање датотеке или фасцикле,,,
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење алатки за копирање и љепљење за дуплирање или премештање информација у документу,,,0.84
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење алатки за копирање и љепљење за дуплирање или премештање информација у документу,,,0.74
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење алатки за копирање и љепљење за дуплирање или премештање информација у документу,,,0.92
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење алатки за копирање и љепљење за дуплирање или премештање информација у документу,,,0.96
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Читање или преузимање онлајн новина, часописа или електронских књига",,,0.86
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Читање или преузимање онлајн новина, часописа или електронских књига",,,0.7
2020,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Читање или преузимање онлајн новина, часописа или електронских књига",,,0.82
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Читање или преузимање онлајн новина, часописа или електронских књига",,,0.93
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Читање или преузимање онлајн новина, часописа или електронских књига",,,0.92
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Слање е - поште са приложеним датотекама,,,0.75
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Слање е - поште са приложеним датотекама,,,0.92
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Слање е - поште са приложеним датотекама,,,0.9
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Креирање електронских презентација са софтвером за презентације,,,0.74
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Креирање електронских презентација са софтвером за презентације,,,0.7
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Креирање електронских презентација са софтвером за презентације,,,0.84
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Извођење формалног онлајн курса,,,0.76
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Извођење формалног онлајн курса,,,0.36
2020,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Извођење формалног онлајн курса,,,1.38
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Добијање информација о роби или услугама на мрежи,,,0.93
2018,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Добијање информација о роби или услугама на мрежи,,,0.96
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Добијање информација о роби или услугама на мрежи,,,0.9
2020,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Добијање информација о роби или услугама на мрежи,,,0.85
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Добијање информација о роби или услугама на мрежи,,,0.88
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Добијање информација о роби или услугама на мрежи,,,0.91
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Куповина или наручивање робе или услуга путем Интернета,,,0.84
2018,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Куповина или наручивање робе или услуга путем Интернета,,,0.88
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Куповина или наручивање робе или услуга путем Интернета,,,0.56
2020,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Куповина или наручивање робе или услуга путем Интернета,,,0.86
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Куповина или наручивање робе или услуга путем Интернета,,,1.23
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Куповина или наручивање робе или услуга путем Интернета,,,0.75
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Тражење здравствених информација (о повредама, болести, исхрани, итд.)",,,1.04
2018,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Тражење здравствених информација (о повредама, болести, исхрани, итд.)",,,1.05
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Тражење здравствених информација (о повредама, болести, исхрани, итд.)",,,0.92
2020,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Тражење здравствених информација (о повредама, болести, исхрани, итд.)",,,0.98
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Тражење здравствених информација (о повредама, болести, исхрани, итд.)",,,0.95
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Тражење здравствених информација (о повредама, болести, исхрани, итд.)",,,1.0
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Повезивање и инсталирање нових уређаја,,,0.74
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Повезивање и инсталирање нових уређаја,,,0.73
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење Интернет банкарства,,,0.64
2018,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење Интернет банкарства,,,0.65
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење Интернет банкарства,,,0.61
2020,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење Интернет банкарства,,,0.62
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење Интернет банкарства,,,0.89
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Коришћење Интернет банкарства,,,0.82
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Писање рачунарског програма помоћу специјализованог програмског језика,,,0.31
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Писање рачунарског програма помоћу специјализованог програмског језика,,,0.29
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Промјена подешавања приватности на вашем уређају, налогу или апликацији да бисте ограничили дјељење личних података и информација (нпр. име, контакт информације, фотографије)",,,0.69
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Промјена подешавања приватности на вашем уређају, налогу или апликацији да бисте ограничили дјељење личних података и информација (нпр. име, контакт информације, фотографије)",,,0.64
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Подешавање ефикасних безбедносних мјера (нпр. јаке лозинке, обавјештење о покушају пријављивања) за заштиту уређаја и налога на мрежи",,,0.82
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Подешавање ефикасних безбедносних мјера (нпр. јаке лозинке, обавјештење о покушају пријављивања) за заштиту уређаја и налога на мрежи",,,0.61
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Учествовање у друштвеним мрежама,,,0.89
2018,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Учествовање у друштвеним мрежама,,,0.95
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Учествовање у друштвеним мрежама,,,1.0
2020,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Учествовање у друштвеним мрежама,,,0.85
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Учествовање у друштвеним мрежама,,,0.93
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Учествовање у друштвеним мрежама,,,0.99
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Проналажење, преузимање, инсталирање и конфигурисање софтвера",,,0.8
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Проналажење, преузимање, инсталирање и конфигурисање софтвера",,,0.83
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,"Проналажење, преузимање, инсталирање и конфигурисање софтвера",,,0.95
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Пренос датотека између рачунара и других уређаја,,,
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Пренос датотека између рачунара и других уређаја,,,
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Пренос датотека између рачунара и других уређаја,,,
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Пренос датотека између рачунара и других уређаја,,,
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Учитавање садржаја који је креирао сам/корисник на веб локацију за дељење,,,
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Учитавање садржаја који је креирао сам/корисник на веб локацију за дељење,,,
2020,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Учитавање садржаја који је креирао сам/корисник на веб локацију за дељење,,,
2017,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Телефонирање преко Интернета / ВоИП,,,0.92
2018,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Телефонирање преко Интернета / ВоИП,,,0.9
2019,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Телефонирање преко Интернета / ВоИП,,,0.85
2020,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Телефонирање преко Интернета / ВоИП,,,0.87
2021,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Телефонирање преко Интернета / ВоИП,,,0.93
2023,"Индекс родне равноправности за младе/одрасле са вјештинама информационих и комуникационих технологија (ИКТ), према врсти вјештине (однос)",Однос,,,,Телефонирање преко Интернета / ВоИП,,,1.0
2018,Прилагођени индекс паритета језичких тестова за постизање минималног нивоа знања у читању и математици (однос),Однос,Ниже средње образовање,,,SKILL_READ,,,0.85
2019,Прилагођени индекс паритета језичких тестова за постизање минималног нивоа знања у читању и математици (однос),Однос,Основно образовање,,,SKILL_MATH,,,0.87
2018,Прилагођени индекс паритета имиграционог статуса за постизање минималног нивоа знања у читању и математици (однос),Однос,Ниже средње образовање,,,SKILL_READ,,,0.79
2019,Прилагођени индекс паритета имиграционог статуса за постизање минималног нивоа знања у читању и математици (однос),Однос,Ниже средње образовање,,,SKILL_MATH,,,1.16
2018,Прилагођени индекс паритета руралних и урбаних подручја за постизање минималног нивоа знања читања и математике (однос),Однос,Ниже средње образовање,,,SKILL_READ,,,0.56
2019,Прилагођени индекс паритета руралних и урбаних подручја за постизање минималног нивоа знања читања и математике (однос),Однос,Основно образовање,,,SKILL_MATH,,,0.76
2018,Прилагођени индекс социо-економског паритета од ниског до високог за постизање минималног нивоа знања у читању и математици (однос),Однос,Ниже средње образовање,,,SKILL_READ,,,0.4988
2018,Прилагођени индекс социо-економског паритета од ниског до високог за постизање минималног нивоа знања у читању и математици (однос),Однос,Основно образовање,,,SKILL_MATH,,,0.8823
2018,Прилагођени индекс родне равноправности за постизање минималног нивоа знања у читању и математици (однос),Однос,Ниже средње образовање,,,SKILL_READ,,,1.3
2019,Прилагођени индекс родне равноправности за постизање минималног нивоа знања у читању и математици (однос),Однос,Основно образовање,,,SKILL_MATH,,,0.86
