Year,SERIES,UNIT_MEASURE,Spol,Zanimanje,Value
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.3
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.5
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.1
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",4.3
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.3
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.4
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",4.9
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,3.7
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,3.6
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,3.7
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,3.7
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,4.1
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,3.8
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,4.0
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,4.2
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,4.3
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanatski i srodni radnici,4.5
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.7
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.6
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.7
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.7
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.7
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.9
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",3.7
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",4.2
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",4.1
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,"Operateri postrojenja i strojeva, te monteri",4.4
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.1
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.3
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.2
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.2
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.4
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.2
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.6
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.2
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.3
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,Osnovna zanimanja,3.9
